id;nombre;edad;genero;ciudad;comentario;categoria_del_problema;nivel_de_urgencia;fecha_del_reporte;acceso_a_internet;atencion_previa_del_gobierno;zona_rural
6363;maria;73;f;medellin;no hay suficientes escuelas publicas;seguridad;no urgente;2024 03 07;1;1;0
6364;ana;55;f;pereira;las calles estan muy oscuras y peligrosas;educacion;no urgente;2024 09 02;0;1;1
6365;valentina;;m;cartagena;no hay suficientes escuelas publicas;seguridad;no urgente;2023 08 21;0;0;0
6366;juan;72;m;cali;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2024 02 03;0;0;0
6367;laura;48;m;bogota;hay problemas con la recoleccion de basura;salud;no urgente;2023 09 26;1;0;1
6368;camilo;51;f;nan;hay problemas con la recoleccion de basura;salud;no urgente;2024 01 29;1;1;1
6369;sofia;60;f;pereira;faltan medicos en el centro de salud;educacion;urgente;2023 01 25;0;1;0
6370;laura;46;m;barranquilla;las calles estan muy oscuras y peligrosas;educacion;no urgente;2024 06 13;0;0;1
6371;juan;43;m;bogota;la contaminacion del rio esta aumentando;salud;urgente;2024 03 15;0;1;1
6372;pedro;40;otro;medellin;nan;medio ambiente;no urgente;2024 01 12;0;1;0
6373;pedro;74;nan;cartagena;queremos mas presencia policial;salud;urgente;2024 09 10;0;1;1
6374;valentina;31;nan;bucaramanga;queremos mas presencia policial;medio ambiente;no urgente;2024 07 31;0;0;1
6375;juan;42;f;barranquilla;las calles estan muy oscuras y peligrosas;salud;urgente;2024 01 22;1;0;0
6376;pedro;36;m;santa marta;la contaminacion del rio esta aumentando;educacion;urgente;2023 07 10;0;0;0
6377;jorge;;f;santa marta;hay problemas con la recoleccion de basura;medio ambiente;urgente;2024 07 18;0;0;0
6378;laura;73;f;bucaramanga;queremos mas presencia policial;seguridad;urgente;2024 08 24;0;1;1
6379;valentina;67;f;cartagena;no hay suficientes escuelas publicas;salud;urgente;2023 08 12;1;1;0
6380;camilo;43;m;santa marta;no tenemos centros culturales ni bibliotecas;salud;urgente;2023 07 08;1;1;0
6381;laura;51;m;bucaramanga;no hay suficientes escuelas publicas;salud;no urgente;2024 08 18;0;1;1
6382;carlos;32;m;medellin;necesitamos mas acceso a internet en la zona;educacion;no urgente;2024 03 16;1;1;1
6383;sofia;77;f;pereira;hay problemas con la recoleccion de basura;salud;urgente;2024 10 24;1;1;0
6384;jorge;27;f;bogota;falta agua potable en varias casas;medio ambiente;no urgente;2023 04 17;1;0;0
6385;jorge;23;otro;pereira;no hay suficientes escuelas publicas;educacion;no urgente;2023 10 26;1;1;1
6386;valentina;;otro;bogota;las basuras no se recogen a tiempo;seguridad;no urgente;2024 09 03;1;1;0
6387;valentina;23;otro;santa marta;nan;salud;no urgente;2023 09 20;1;1;1
6388;ana;41;m;bogota;las calles estan muy oscuras y peligrosas;seguridad;no urgente;2023 12 06;0;1;1
6389;valentina;;otro;pereira;queremos mas presencia policial;seguridad;urgente;2024 09 29;0;1;0
6390;sofia;45;m;bucaramanga;falta agua potable en varias casas;seguridad;no urgente;2024 04 13;0;0;1
6391;valentina;78;m;pereira;falta agua potable en varias casas;medio ambiente;no urgente;2023 04 20;1;0;1
6392;camilo;31;nan;cartagena;hay problemas con la recoleccion de basura;educacion;no urgente;2024 04 12;0;1;1
6393;maria;52;otro;bogota;no hay suficientes escuelas publicas;educacion;no urgente;2024 04 30;1;1;1
6394;ana;77;f;pereira;no tenemos centros culturales ni bibliotecas;educacion;urgente;2023 10 21;0;1;1
6395;carlos;80;otro;cali;nan;educacion;no urgente;2023 06 29;0;1;1
6396;camilo;15;otro;santa marta;las basuras no se recogen a tiempo;medio ambiente;no urgente;2024 05 10;1;0;1
6397;pedro;76;f;bucaramanga;falta agua potable en varias casas;seguridad;urgente;2023 10 18;1;1;1
6398;jorge;46;f;bogota;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2024 01 11;0;1;0
6399;laura;68;m;santa marta;las basuras no se recogen a tiempo;salud;urgente;2024 04 04;1;0;1
6400;juan;27;f;barranquilla;no tenemos centros culturales ni bibliotecas;salud;no urgente;2024 09 22;1;0;0
6401;maria;42;m;santa marta;las basuras no se recogen a tiempo;educacion;no urgente;2024 07 31;0;0;1
6402;juan;62;m;cartagena;no tenemos centros culturales ni bibliotecas;seguridad;no urgente;2023 09 28;1;0;1
6403;ana;35;m;cucuta;falta agua potable en varias casas;seguridad;no urgente;2023 02 21;1;1;1
6404;sofia;65;f;medellin;necesitamos mas acceso a internet en la zona;medio ambiente;urgente;2023 04 15;1;1;0
6405;laura;27;nan;pereira;faltan medicos en el centro de salud;seguridad;urgente;2024 09 11;0;1;1
6406;maria;18;otro;bogota;hay problemas con la recoleccion de basura;salud;no urgente;2024 03 20;1;0;0
6407;maria;65;f;cartagena;las calles estan muy oscuras y peligrosas;seguridad;no urgente;2023 10 14;1;1;1
6408;laura;56;f;barranquilla;no hay suficientes escuelas publicas;salud;no urgente;2024 10 02;0;1;0
6409;valentina;66;otro;santa marta;las calles estan muy oscuras y peligrosas;salud;no urgente;2024 02 25;0;1;1
6410;jorge;18;m;cartagena;necesitamos mas acceso a internet en la zona;salud;no urgente;2023 08 14;1;1;0
6411;maria;37;nan;santa marta;faltan medicos en el centro de salud;educacion;urgente;2023 01 13;0;1;1
6412;ana;58;f;pereira;queremos mas presencia policial;educacion;urgente;2023 01 15;0;1;0
6413;carlos;63;m;bogota;nan;medio ambiente;urgente;2024 09 10;0;1;1
6414;laura;26;nan;barranquilla;la contaminacion del rio esta aumentando;salud;no urgente;2023 01 26;1;0;0
6415;juan;28;f;bogota;faltan medicos en el centro de salud;salud;urgente;2024 01 29;0;1;0
6416;jorge;74;f;cucuta;las basuras no se recogen a tiempo;seguridad;urgente;2024 06 14;1;0;0
6417;pedro;39;m;santa marta;hay problemas con la recoleccion de basura;educacion;urgente;2024 01 06;1;0;0
6418;ana;74;otro;cali;falta agua potable en varias casas;salud;urgente;2023 11 23;1;0;1
6419;jorge;25;f;bogota;queremos mas presencia policial;educacion;urgente;2024 03 13;0;0;1
6420;camilo;;f;cucuta;necesitamos mas acceso a internet en la zona;seguridad;urgente;2023 04 24;1;0;0
6421;ana;27;otro;medellin;no hay suficientes escuelas publicas;medio ambiente;urgente;2023 11 26;0;1;1
6422;camilo;28;m;manizales;hay problemas con la recoleccion de basura;medio ambiente;no urgente;2024 08 28;1;1;1
6423;camilo;74;m;santa marta;las calles estan muy oscuras y peligrosas;salud;no urgente;2023 05 13;0;1;1
6424;maria;57;f;cucuta;necesitamos mas acceso a internet en la zona;educacion;no urgente;2023 02 25;0;0;0
6425;ana;63;f;medellin;falta agua potable en varias casas;seguridad;no urgente;2024 08 06;1;0;1
6426;sofia;63;otro;cartagena;hay problemas con la recoleccion de basura;medio ambiente;no urgente;2023 04 17;0;1;1
6427;laura;24;otro;medellin;queremos mas presencia policial;seguridad;urgente;2024 04 20;0;1;1
6428;jorge;25;f;medellin;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2023 06 18;0;0;0
6429;laura;78;f;medellin;las basuras no se recogen a tiempo;educacion;no urgente;2023 06 24;0;0;0
6430;jorge;65;m;cartagena;falta agua potable en varias casas;medio ambiente;no urgente;2023 11 19;1;1;0
6431;ana;58;m;cali;no hay suficientes escuelas publicas;salud;no urgente;2024 09 23;1;1;0
6432;ana;70;f;manizales;las calles estan muy oscuras y peligrosas;salud;urgente;2024 07 05;1;1;1
6433;valentina;65;m;pereira;queremos mas presencia policial;seguridad;no urgente;2023 05 11;0;1;0
6434;pedro;66;otro;pereira;no tenemos centros culturales ni bibliotecas;educacion;urgente;2023 04 18;0;1;1
6435;pedro;;otro;barranquilla;falta agua potable en varias casas;educacion;no urgente;2024 10 08;1;0;1
6436;camilo;51;otro;cucuta;hay problemas con la recoleccion de basura;seguridad;no urgente;2023 09 19;1;0;1
6437;valentina;80;m;cartagena;faltan medicos en el centro de salud;salud;urgente;2024 11 07;0;0;1
6438;pedro;17;otro;bucaramanga;no hay suficientes escuelas publicas;seguridad;no urgente;2023 07 03;1;0;1
6439;valentina;69;otro;bogota;no tenemos centros culturales ni bibliotecas;educacion;urgente;2023 09 16;1;0;1
6440;carlos;22;otro;cartagena;las basuras no se recogen a tiempo;medio ambiente;urgente;2023 08 21;0;0;0
6441;pedro;39;otro;pereira;la contaminacion del rio esta aumentando;educacion;urgente;2024 02 25;1;0;1
6442;carlos;57;m;bogota;faltan medicos en el centro de salud;medio ambiente;urgente;2024 08 23;1;1;0
6443;sofia;76;m;bogota;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2023 07 28;0;1;0
6444;camilo;75;f;barranquilla;faltan medicos en el centro de salud;educacion;no urgente;2024 08 30;1;1;0
6445;maria;;f;santa marta;las basuras no se recogen a tiempo;salud;no urgente;2023 08 21;1;0;0
6446;maria;69;f;cucuta;queremos mas presencia policial;educacion;no urgente;2023 08 07;1;1;1
6447;ana;30;nan;cartagena;las basuras no se recogen a tiempo;seguridad;no urgente;2024 09 10;0;0;0
6448;camilo;75;otro;pereira;la contaminacion del rio esta aumentando;educacion;no urgente;2023 10 05;1;1;0
6449;sofia;60;m;cali;falta agua potable en varias casas;salud;urgente;2023 07 18;1;1;0
6450;pedro;55;otro;cartagena;no hay suficientes escuelas publicas;seguridad;no urgente;2024 07 14;0;1;0
6451;camilo;15;f;manizales;queremos mas presencia policial;seguridad;no urgente;2023 01 15;1;1;1
6452;pedro;61;m;medellin;las calles estan muy oscuras y peligrosas;salud;urgente;2024 09 14;1;0;1
6453;laura;30;m;medellin;no hay suficientes escuelas publicas;educacion;urgente;2024 02 18;1;1;1
6454;jorge;43;otro;bucaramanga;las calles estan muy oscuras y peligrosas;seguridad;urgente;2023 01 15;1;0;1
6455;pedro;36;f;cartagena;la contaminacion del rio esta aumentando;educacion;urgente;2023 07 19;0;0;0
6456;laura;27;m;manizales;nan;seguridad;no urgente;2024 05 14;1;1;1
6457;ana;32;m;bogota;no tenemos centros culturales ni bibliotecas;seguridad;no urgente;2024 09 07;1;1;1
6458;pedro;43;f;pereira;queremos mas presencia policial;medio ambiente;urgente;2024 10 01;1;0;1
6459;jorge;80;otro;cali;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2024 08 18;0;0;1
6460;laura;19;otro;bucaramanga;falta agua potable en varias casas;educacion;urgente;2024 04 17;1;1;1
6461;maria;74;otro;bucaramanga;nan;salud;no urgente;2024 09 20;1;1;1
6462;pedro;32;f;bucaramanga;falta agua potable en varias casas;medio ambiente;urgente;2024 05 24;0;1;0
6463;carlos;73;f;medellin;las basuras no se recogen a tiempo;educacion;urgente;2024 02 25;0;1;1
6464;juan;65;otro;barranquilla;nan;salud;urgente;2024 07 11;0;0;0
6465;carlos;47;f;bucaramanga;hay problemas con la recoleccion de basura;educacion;urgente;2024 04 22;0;0;0
6466;maria;27;m;cali;necesitamos mas acceso a internet en la zona;educacion;no urgente;2023 04 11;1;0;0
6467;sofia;26;otro;pereira;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2024 03 07;1;1;1
6468;ana;62;m;medellin;nan;seguridad;urgente;2024 01 05;0;0;1
6469;valentina;50;otro;manizales;las basuras no se recogen a tiempo;salud;urgente;2023 11 02;0;1;1
6470;laura;21;f;barranquilla;nan;educacion;no urgente;2023 01 15;1;1;1
6471;sofia;34;m;barranquilla;no hay suficientes escuelas publicas;seguridad;no urgente;2023 07 21;1;0;0
6472;valentina;;f;santa marta;queremos mas presencia policial;seguridad;urgente;2023 04 07;0;0;0
6473;sofia;44;otro;cucuta;faltan medicos en el centro de salud;seguridad;no urgente;2023 09 06;0;0;1
6474;valentina;33;otro;medellin;faltan medicos en el centro de salud;medio ambiente;no urgente;2024 02 14;1;0;0
6475;laura;78;f;barranquilla;falta agua potable en varias casas;educacion;urgente;2023 03 14;0;1;1
6476;ana;58;otro;manizales;las basuras no se recogen a tiempo;educacion;no urgente;2024 04 18;1;1;0
6477;laura;41;otro;pereira;faltan medicos en el centro de salud;seguridad;no urgente;2023 09 13;0;0;0
6478;laura;16;m;cali;la contaminacion del rio esta aumentando;salud;no urgente;2023 07 08;1;1;1
6479;ana;49;f;manizales;no tenemos centros culturales ni bibliotecas;salud;no urgente;2023 01 15;0;0;1
6480;jorge;42;f;barranquilla;necesitamos mas acceso a internet en la zona;medio ambiente;no urgente;2023 05 10;0;0;0
6481;camilo;44;m;bucaramanga;la contaminacion del rio esta aumentando;seguridad;urgente;2024 01 02;1;1;0
6482;sofia;38;m;bucaramanga;las basuras no se recogen a tiempo;educacion;urgente;2023 01 09;0;0;0
6483;ana;46;m;cali;la contaminacion del rio esta aumentando;seguridad;urgente;2023 10 27;1;1;0
6484;laura;55;f;cartagena;hay problemas con la recoleccion de basura;medio ambiente;urgente;2024 06 16;0;1;1
6485;pedro;26;m;pereira;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2023 07 12;0;1;0
6486;laura;51;m;bogota;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2024 02 14;0;0;0
6487;ana;28;f;cartagena;no tenemos centros culturales ni bibliotecas;educacion;no urgente;2023 10 20;0;1;1
6488;carlos;21;otro;pereira;hay problemas con la recoleccion de basura;seguridad;urgente;2024 10 27;0;1;0
6489;carlos;72;f;cali;las calles estan muy oscuras y peligrosas;seguridad;no urgente;2024 04 17;1;1;1
6490;juan;48;f;manizales;no tenemos centros culturales ni bibliotecas;educacion;urgente;2023 09 08;0;0;0
6491;sofia;;f;cartagena;falta agua potable en varias casas;salud;no urgente;2024 07 16;0;1;1
6492;laura;31;m;barranquilla;necesitamos mas acceso a internet en la zona;educacion;no urgente;2024 10 10;0;1;0
6493;laura;30;otro;pereira;falta agua potable en varias casas;educacion;urgente;2023 12 03;1;1;1
6494;sofia;80;otro;cartagena;nan;seguridad;urgente;2024 06 26;0;0;0
6495;valentina;54;f;pereira;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2023 09 07;0;1;1
6496;juan;;f;bucaramanga;necesitamos mas acceso a internet en la zona;seguridad;urgente;2024 03 23;1;0;0
6497;carlos;58;f;bogota;nan;salud;no urgente;2023 03 04;1;0;0
6498;pedro;63;f;cartagena;no tenemos centros culturales ni bibliotecas;salud;no urgente;2023 07 20;0;1;0
6499;ana;56;f;medellin;queremos mas presencia policial;seguridad;urgente;2023 11 30;1;1;1
6500;sofia;59;otro;bucaramanga;no hay suficientes escuelas publicas;salud;no urgente;2024 05 05;0;1;0
6501;jorge;23;m;cali;nan;salud;no urgente;2024 07 16;1;1;1
6502;valentina;58;otro;medellin;faltan medicos en el centro de salud;seguridad;no urgente;2024 10 30;0;0;1
6503;pedro;68;f;manizales;faltan medicos en el centro de salud;medio ambiente;no urgente;2024 09 11;1;1;0
6504;sofia;75;m;pereira;las basuras no se recogen a tiempo;medio ambiente;no urgente;2024 11 02;0;1;1
6505;camilo;28;otro;pereira;queremos mas presencia policial;salud;no urgente;2024 03 13;1;1;0
6506;sofia;58;m;bogota;hay problemas con la recoleccion de basura;medio ambiente;urgente;2024 10 06;0;0;0
6507;jorge;23;m;santa marta;no hay suficientes escuelas publicas;medio ambiente;no urgente;2024 11 30;0;0;0
6508;carlos;79;otro;bogota;las basuras no se recogen a tiempo;salud;urgente;2023 11 12;1;1;1
6509;valentina;32;otro;cartagena;nan;seguridad;no urgente;2023 03 08;1;1;1
6510;maria;77;f;bucaramanga;las calles estan muy oscuras y peligrosas;educacion;urgente;2024 09 10;1;1;0
6511;jorge;39;f;manizales;la contaminacion del rio esta aumentando;medio ambiente;no urgente;2024 03 17;1;1;0
6512;camilo;66;m;manizales;las basuras no se recogen a tiempo;seguridad;no urgente;2024 09 16;1;1;1
6513;carlos;47;f;barranquilla;queremos mas presencia policial;medio ambiente;urgente;2023 10 19;1;0;0
6514;sofia;80;m;cali;faltan medicos en el centro de salud;educacion;urgente;2023 02 01;0;0;0
6515;pedro;71;otro;bogota;no tenemos centros culturales ni bibliotecas;salud;no urgente;2023 11 20;1;0;0
6516;valentina;52;f;cartagena;faltan medicos en el centro de salud;educacion;no urgente;2024 03 26;1;0;1
6517;juan;77;f;bogota;las calles estan muy oscuras y peligrosas;salud;urgente;2023 04 18;1;0;0
6518;carlos;37;f;bucaramanga;no hay suficientes escuelas publicas;educacion;urgente;2024 06 25;1;1;0
6519;laura;15;f;cartagena;las calles estan muy oscuras y peligrosas;salud;no urgente;2023 11 10;1;1;0
6520;camilo;22;m;manizales;no hay suficientes escuelas publicas;educacion;urgente;2023 12 08;0;0;0
6521;ana;;f;bucaramanga;las basuras no se recogen a tiempo;educacion;urgente;2023 12 22;1;0;1
6522;sofia;;otro;medellin;las calles estan muy oscuras y peligrosas;seguridad;no urgente;2023 01 25;0;1;0
6523;laura;73;otro;cali;no hay suficientes escuelas publicas;seguridad;no urgente;2023 01 05;1;1;1
6524;carlos;40;f;manizales;la contaminacion del rio esta aumentando;salud;no urgente;2024 07 14;0;1;1
6525;laura;50;m;barranquilla;falta agua potable en varias casas;seguridad;no urgente;2023 01 26;1;1;0
6526;carlos;77;otro;bucaramanga;faltan medicos en el centro de salud;seguridad;no urgente;2023 10 04;1;1;1
6527;ana;33;m;barranquilla;necesitamos mas acceso a internet en la zona;educacion;urgente;2024 07 05;0;1;1
6528;pedro;39;m;bogota;nan;seguridad;urgente;2024 11 02;1;1;1
6529;pedro;31;m;barranquilla;faltan medicos en el centro de salud;salud;no urgente;2024 02 14;0;0;0
6530;ana;40;otro;cali;las calles estan muy oscuras y peligrosas;educacion;no urgente;2023 01 25;1;1;0
6531;laura;35;m;medellin;nan;educacion;no urgente;2023 05 22;0;0;0
6532;laura;66;m;manizales;nan;salud;no urgente;2024 09 15;0;0;0
6533;valentina;63;f;bogota;no hay suficientes escuelas publicas;seguridad;urgente;2023 11 20;0;1;1
6534;sofia;27;m;pereira;hay problemas con la recoleccion de basura;medio ambiente;urgente;2023 06 13;0;0;0
6535;juan;28;m;manizales;queremos mas presencia policial;salud;urgente;2024 01 23;0;0;0
6536;juan;52;f;barranquilla;necesitamos mas acceso a internet en la zona;salud;urgente;2023 07 13;0;0;0
6537;ana;34;nan;manizales;hay problemas con la recoleccion de basura;seguridad;urgente;2023 07 07;0;1;0
6538;maria;15;m;nan;las basuras no se recogen a tiempo;salud;urgente;2023 01 28;1;0;1
6539;juan;47;m;cucuta;no hay suficientes escuelas publicas;medio ambiente;no urgente;2024 05 19;0;0;0
6540;laura;71;m;santa marta;queremos mas presencia policial;seguridad;no urgente;2024 06 19;1;1;1
6541;juan;26;f;cartagena;queremos mas presencia policial;seguridad;urgente;2024 01 28;1;1;0
6542;camilo;44;otro;pereira;necesitamos mas acceso a internet en la zona;salud;urgente;2024 05 04;1;0;1
6543;pedro;31;m;bogota;hay problemas con la recoleccion de basura;salud;no urgente;2023 08 28;0;1;1
6544;sofia;18;m;santa marta;no hay suficientes escuelas publicas;educacion;urgente;2023 12 28;0;1;0
6545;laura;45;f;santa marta;las basuras no se recogen a tiempo;medio ambiente;no urgente;2023 06 26;1;0;1
6546;sofia;54;f;manizales;no hay suficientes escuelas publicas;salud;no urgente;2023 02 14;0;1;0
6547;sofia;37;m;medellin;necesitamos mas acceso a internet en la zona;educacion;no urgente;2023 08 30;1;1;1
6548;pedro;49;otro;barranquilla;no hay suficientes escuelas publicas;salud;urgente;2023 06 18;0;0;0
6549;jorge;58;m;cartagena;queremos mas presencia policial;medio ambiente;no urgente;2024 02 21;1;1;1
6550;pedro;45;m;cucuta;las calles estan muy oscuras y peligrosas;educacion;no urgente;2024 09 25;0;0;0
